,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,RT @IndiainToronto: Thousands participated in morning session of #IDY2017 celebration at #Toronto with @yogrishiramdev imparting Yoga knowl…,FALSE,0,NA,6/21/2017 02:40,FALSE,NA,8.82066E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AyamAtmaBrahm,61,TRUE,FALSE,NA,NA
2,RT @IndiainToronto: Closing of #IDY2017 by 2 top Yoga Masters @yogrishiramdev &amp; Sister Shivani @BrahmaKumaris together at #Toronto @dineshb…,FALSE,0,NA,6/21/2017 02:40,FALSE,NA,8.82066E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AyamAtmaBrahm,53,TRUE,FALSE,NA,NA
3,"RT @ArtofLivingYoga: #IDYWithArtofliving Celebrations in Sinnar, Maharashtra, India with more than 1500 students doing yoga #IDY2017 https:…",FALSE,0,NA,6/21/2017 02:39,FALSE,NA,8.82066E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kalp_kakran,31,TRUE,FALSE,NA,NA
4,RT @ArtofLivingYoga: #IDYwithArtofLiving Celebrations in the Czech Republic #IDY2017 https://t.co/O82hGcUlzv,FALSE,0,NA,6/21/2017 02:39,FALSE,NA,8.82066E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kalp_kakran,41,TRUE,FALSE,NA,NA
5,RT @Swamiparamtej: Thousands joined at #RioDeJaneiro #Brazil #IYD2017 - #YogaDay with #ArtOfLiving.  @narendramodi @SushmaSwaraj @indiainbr…,FALSE,0,NA,6/21/2017 02:37,FALSE,NA,8.82066E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kalp_kakran,80,TRUE,FALSE,NA,NA
6,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 02:35,FALSE,NA,8.82065E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ahimanshu113,31884,TRUE,FALSE,NA,NA
7,"RT @cgimelbourne: Spreading Yoga to the world in our another #IDY2017 event in partnership wd #S2AschoolofYoga &amp; @CityWhittlesea

@HCICanbe…",FALSE,0,NA,6/21/2017 02:33,FALSE,NA,8.82065E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbhiRaut9,4,TRUE,FALSE,NA,NA
8,RT @cgisydney: International Day of Yoga @ Martin Place @cityofsydney by @ArtofLiving supported by @cgisydney #IDY2017 #YogaDay #IndiaAustr…,FALSE,0,NA,6/21/2017 02:33,FALSE,NA,8.82065E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kalp_kakran,19,TRUE,FALSE,NA,NA
9,"RT @swamijaataveda: #IDY2017 celebrations in Warsaw #Poland on 25th June. Over 20,000 people joined the festival. #IDYwithArtofLiving https…",FALSE,0,NA,6/21/2017 02:32,FALSE,NA,8.82065E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kalp_kakran,81,TRUE,FALSE,NA,NA
10,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 02:31,FALSE,NA,8.82064E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hardeep88644035,31884,TRUE,FALSE,NA,NA
11,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 02:30,FALSE,NA,8.82064E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mahabir10235175,31884,TRUE,FALSE,NA,NA
12,"RT @cgimelbourne: Spreading Yoga to the world in our another #IDY2017 event in partnership wd #S2AschoolofYoga &amp; @CityWhittlesea

@HCICanbe…",FALSE,0,NA,6/21/2017 02:30,FALSE,NA,8.82064E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",KirkhamRicky,4,TRUE,FALSE,NA,NA
13,"Practicing yoga regularly keeps your health on track,while investing systematically... #InternationalYogaDay… https://t.co/CQI4sttxsk",FALSE,0,NA,6/21/2017 02:30,TRUE,NA,8.82064E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",invest_catalyst,0,FALSE,FALSE,NA,NA
14,RT @KamleshBarwal: Must watch amazing video of Gurudev @SriSri ji's visit to Himachal Pradesh during #IDY2017  #YogaDay2017 @moayush  https…,FALSE,0,NA,6/21/2017 02:29,FALSE,NA,8.82064E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mkavita05,16,TRUE,FALSE,NA,NA
15,RT @IndiainToronto: Closing of #IDY2017 by 2 top Yoga Masters @yogrishiramdev &amp; Sister Shivani @BrahmaKumaris together at #Toronto @dineshb…,FALSE,0,NA,6/21/2017 02:28,FALSE,NA,8.82063E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rahulpr77635810,53,TRUE,FALSE,NA,NA
16,RT @IndiainToronto: Closing of #IDY2017 by 2 top Yoga Masters @yogrishiramdev &amp; Sister Shivani @BrahmaKumaris together at #Toronto @dineshb…,FALSE,0,NA,6/21/2017 02:27,FALSE,NA,8.82063E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amolagirhe,53,TRUE,FALSE,NA,NA
17,"RT @cgimelbourne: Spreading Yoga to the world in our another #IDY2017 event in partnership wd #S2AschoolofYoga &amp; @CityWhittlesea

@HCICanbe…",FALSE,0,NA,6/21/2017 02:24,FALSE,NA,8.82062E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IndianDiplomacy,4,TRUE,FALSE,NA,NA
18,"RT @ArtofLiving: Himachal Pradesh experiences #yoga with Gurudev @SriSri.
Watch - https://t.co/C2Xq4D3X3B #IDYwithArtofLiving #YogaDay",FALSE,0,NA,6/21/2017 02:22,FALSE,NA,8.82062E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",naveenchandel4,31,TRUE,FALSE,NA,NA
19,RT @KamleshBarwal: Must watch amazing video of Gurudev @SriSri ji's visit to Himachal Pradesh during #IDY2017  #YogaDay2017 @moayush  https…,FALSE,0,NA,6/21/2017 02:22,FALSE,NA,8.82062E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",naveenchandel4,16,TRUE,FALSE,NA,NA
20,"RT @drlaxmanbjp: Practiced various asanas on the eve of International Yoga Day.
#YogaDay2017 #BJP4Telangana https://t.co/4lkVtXOrGF",FALSE,0,NA,6/21/2017 02:22,FALSE,NA,8.82062E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",srinivas2103,3,TRUE,FALSE,NA,NA
21,"RT @ArtofLiving: Himachal Pradesh experiences #yoga with Gurudev @SriSri.
Watch - https://t.co/C2Xq4D3X3B #IDYwithArtofLiving #YogaDay",FALSE,0,NA,6/21/2017 02:21,FALSE,NA,8.82062E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mkavita05,31,TRUE,FALSE,NA,NA
22,"Beautiful #yoga bracelets 12.00 dm for secured checkout! PayPal, CC #YogaDay #new #Health #chaki954 #chakras… https://t.co/okLT232ZdG",FALSE,1,NA,6/21/2017 02:20,TRUE,NA,8.82061E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",susan_wesco,0,FALSE,FALSE,NA,NA
23,"RT @mansoori_fatima: Yoga &amp; Holistic Healthcare Seminar #bahrain #IDY2017 #YogaDay #yoga4sdgs my topic was ""Yoga for chronic conditions"" ht…",FALSE,0,NA,6/21/2017 02:18,FALSE,NA,8.82061E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",ChipSky35899087,1,TRUE,FALSE,NA,NA
24,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 02:16,FALSE,NA,8.8206E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sukhjit9528,31884,TRUE,FALSE,NA,NA
25,"RT @PresRajapaksa: Having practiced yoga for many years, I'm happy to see #InternationalYogaDay creating more interest in yoga around the w…",FALSE,0,NA,6/21/2017 02:07,FALSE,NA,8.82058E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SajithC83624739,26,TRUE,FALSE,NA,NA
26,RT @juliewoodsmoss: Start your day with #suryanamaskar for a healthy body and mind  #InternationalYogaDay <ed><U+00A0><U+00BE><ed><U+00B7><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B7><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2642><U+FE0F> https://t.co/5z7Ctd5pav,FALSE,0,NA,6/21/2017 02:01,FALSE,NA,8.82057E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SurgeonPrakash,14,TRUE,FALSE,NA,NA
27,RT @KamleshBarwal: Must watch amazing video of Gurudev @SriSri ji's visit to Himachal Pradesh during #IDY2017  #YogaDay2017 @moayush  https…,FALSE,0,NA,6/21/2017 01:56,FALSE,NA,8.82055E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",saarajgupta,16,TRUE,FALSE,NA,NA
28,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 01:51,FALSE,NA,8.82054E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",GianChand1012,31884,TRUE,FALSE,NA,NA
29,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 01:44,FALSE,NA,8.82053E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ShokeenKashish,31884,TRUE,FALSE,NA,NA
30,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 01:44,FALSE,NA,8.82052E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sahil57184595,31884,TRUE,FALSE,NA,NA
31,"RT @SonuSood: Balance is not something you find , it's something you <U+1455><U+1587>E<U+15E9>TE!! S<U+0320>E<U+0320>T<U+0320> G<U+0320>O<U+0320>A<U+0320>L<U+0320>S<U+0320> • P<U+0320>A<U+0320>Y<U+0320> Y<U+0320>O<U+0320>U<U+0320>R<U+0320> D<U+0320>U<U+0320>E<U+0320>S<U+0320> •  <U+2728> #yogaday ht…",FALSE,0,NA,6/21/2017 01:43,FALSE,NA,8.82052E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",NonySood,40,TRUE,FALSE,NA,NA
32,"RT @ErPKP: You cannot always control what goes on outside. 
But you can always control what goes on inside.

 #InternationalYogaDay <ed><U+00A0><U+00BC><ed><U+00BC><U+009E> https…",FALSE,0,NA,6/21/2017 01:43,FALSE,NA,8.82052E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AartiSh05668964,173,TRUE,FALSE,NA,NA
33,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 01:42,FALSE,NA,8.82052E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Prem39941206,31884,TRUE,FALSE,NA,NA
34,"RT @idev_anshuman: Relationship Status~Doing Taadaasan by staring at my Crush's DP<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
#InternationalYogaDay",FALSE,0,NA,6/21/2017 01:36,FALSE,NA,8.8205E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AartiSh05668964,30,TRUE,FALSE,NA,NA
35,"Retweeted Shivaune Field (@Shivaune):

Nothing like a little sunset namaste #InternationalYogaDay <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>... https://t.co/TXSJsxsmhB",FALSE,0,NA,6/21/2017 01:35,FALSE,NA,8.8205E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",SupportPets,0,FALSE,FALSE,NA,NA
36,RT @Shivaune: Nothing like a little sunset namaste #InternationalYogaDay <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> http://t.co/cY9Cj30sDD,FALSE,0,NA,6/21/2017 01:35,FALSE,NA,8.8205E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SupportPets,1,TRUE,FALSE,NA,NA
37,Spreading Yoga to the world in our another #IDY2017 event in partnership wd #S2AschoolofYoga &amp; @CityWhittlesea… https://t.co/m5PejQqMLL,FALSE,2,NA,6/21/2017 01:28,TRUE,NA,8.82048E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cgimelbourne,0,FALSE,FALSE,NA,NA
38,RT @leftislam: #InternationalYogaDay sponsored by #Hindu<ed><U+00A0><U+00BD><ed><U+00B5><U+0089><U+FE0F>Seva Welfare Trust in #Karachi #Pakistan <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B0> https://t.co/Kct5f31Mwq,FALSE,0,NA,6/21/2017 01:28,FALSE,NA,8.82048E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",hiamkumar,13,TRUE,FALSE,NA,NA
39,Spreading Yoga to the world in our another #IDY2017 event in partnership wd #S2AschoolofYoga &amp; @CityWhittlesea… https://t.co/FYWWzACpa1,FALSE,8,NA,6/21/2017 01:25,TRUE,NA,8.82048E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cgimelbourne,4,FALSE,FALSE,NA,NA
40,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 01:24,FALSE,NA,8.82047E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",savitriinsan7,31884,TRUE,FALSE,NA,NA
41,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 01:20,FALSE,NA,8.82046E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ms9520238279,31884,TRUE,FALSE,NA,NA
42,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 01:16,FALSE,NA,8.82045E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",jeevan21798,31884,TRUE,FALSE,NA,NA
43,"@PaulMcCartney 
My #art 
Hello Paul sir dude
Join the many today
#YogaDay2017 #YogaDay 
We are of the M worship… https://t.co/OGwos6CUaC",FALSE,1,PaulMcCartney,6/21/2017 01:16,TRUE,NA,8.82045E+17,74712538,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",eea38695b7104c1,0,FALSE,FALSE,NA,NA
44,RT @IndiainToronto: Closing of #IDY2017 by 2 top Yoga Masters @yogrishiramdev &amp; Sister Shivani @BrahmaKumaris together at #Toronto @dineshb…,FALSE,0,NA,6/21/2017 01:16,FALSE,NA,8.82045E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TembhareSunita,53,TRUE,FALSE,NA,NA
45,"Are you suffering insomnia? Would you like to sleep like a Just do these exercises 30mins before you sleep!
#YogaDay
https://t.co/yLNR3meIPN",FALSE,0,NA,6/21/2017 01:13,FALSE,NA,8.82045E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",McH_Power,0,FALSE,FALSE,NA,NA
46,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 01:06,FALSE,NA,8.82043E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sukesh49936303,31884,TRUE,FALSE,NA,NA
47,RT @CMMadhyaPradesh: CM @ChouhanShivraj will shortly join the #InternationalYogaDay celebrations with students &amp; citizens @ Lal Parade grou…,FALSE,0,NA,6/21/2017 00:56,FALSE,NA,8.8204E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n2r3ndr2,200,TRUE,FALSE,NA,NA
48,RT @MayorBhopal: #InternationalYogaDay celebrations in lal pared bhopal https://t.co/sSmAF7fjhV,FALSE,0,NA,6/21/2017 00:56,FALSE,NA,8.8204E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n2r3ndr2,8,TRUE,FALSE,NA,NA
49,RT @timmurleyart: Enjoying <ed><U+00A0><U+00BC><ed><U+00BD><U+0089> #watermelondress #water #watermelon #fruitsintea #fruit #SummerFest #smoothies #YogaDay #CrossFit #Health #fit…,FALSE,0,NA,6/21/2017 00:52,FALSE,NA,8.82039E+17,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",primalsanctuary,1,TRUE,FALSE,NA,NA
50,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 00:51,FALSE,NA,8.82039E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sgtpereira3,166,TRUE,FALSE,NA,NA
51,Enjoying <ed><U+00A0><U+00BC><ed><U+00BD><U+0089> #watermelondress #water #watermelon #fruitsintea #fruit #SummerFest #smoothies #YogaDay #CrossFit… https://t.co/t4LyazuwrE,FALSE,1,NA,6/21/2017 00:38,TRUE,NA,8.82036E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",timmurleyart,1,FALSE,FALSE,NA,NA
52,"RT @ArtofLiving: Himachal Pradesh experiences #yoga with Gurudev @SriSri.
Watch - https://t.co/C2Xq4D3X3B #IDYwithArtofLiving #YogaDay",FALSE,0,NA,6/21/2017 00:32,FALSE,NA,8.82034E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tushar_87,31,TRUE,FALSE,NA,NA
53,"RT @eea38695b7104c1: https://t.co/g8yet3sVzm
Indra mantras live
#Georgeharrison 
@thebeatles 
@PaulMcCartney 
#YogaDay2017 
JOIN us yogi ht…",FALSE,0,NA,6/21/2017 00:30,FALSE,NA,8.82034E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",hilton_philip,1,TRUE,FALSE,NA,NA
54,"RT @eea38695b7104c1: https://t.co/dNeOMFafTE
@the_beatl 
@thebeatles 
@thebeatleshk 
#Beatles 
Join #YogaDay2017 today
Superhero #DNA x htt…",FALSE,0,NA,6/21/2017 00:30,FALSE,NA,8.82034E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",hilton_philip,1,TRUE,FALSE,NA,NA
55,RT @VictoriaSport: Inhale. Exhale. Enjoy. Happy #InternationalYogaDay! https://t.co/bijm99Krrl,FALSE,0,NA,6/21/2017 00:28,FALSE,NA,8.82033E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bravosabre,70,TRUE,FALSE,NA,NA
56,"https://t.co/dNeOMFafTE
@the_beatl 
@thebeatles 
@thebeatleshk 
#Beatles 
Join #YogaDay2017 today
Superhero #DNA x https://t.co/0OlgirA0zx",FALSE,2,NA,6/21/2017 00:26,FALSE,NA,8.82033E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",eea38695b7104c1,1,FALSE,FALSE,NA,NA
57,"https://t.co/g8yet3sVzm
Indra mantras live
#Georgeharrison 
@thebeatles 
@PaulMcCartney 
#YogaDay2017 
JOIN us yogi https://t.co/acM8Bxdn4t",FALSE,2,NA,6/21/2017 00:21,FALSE,NA,8.82032E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",eea38695b7104c1,1,FALSE,FALSE,NA,NA
58,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 00:21,FALSE,NA,8.82032E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RamkumarUae,31884,TRUE,FALSE,NA,NA
59,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 00:19,FALSE,NA,8.82031E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Robertw54044897,166,TRUE,FALSE,NA,NA
60,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 00:12,FALSE,NA,8.82029E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",l3g1on4r1o,166,TRUE,FALSE,NA,NA
61,Good morning #yogaday,FALSE,0,NA,6/21/2017 00:03,FALSE,NA,8.82027E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_FarahSyahmi,0,FALSE,FALSE,NA,NA
62,RT @mygovindia: Let us celebrate #YogaDay2017! Share pictures of 3 generations of your family doing Yoga together. Click: https://t.co/BiIZ…,FALSE,0,NA,6/21/2017 00:00,FALSE,NA,8.82026E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ParthPa07241800,97,TRUE,FALSE,NA,NA
63,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 23:58,FALSE,NA,8.82026E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MarcioS51545450,166,TRUE,FALSE,NA,NA
64,"Sadhguru  speaking at the UN. #InternationalYogaDay. #JaggiVasudev, #IshaFoundation, #Yoga, #spiritual, #Hindutva. https://t.co/ZU5mQbtYD8",FALSE,0,NA,6/21/2017 23:29,FALSE,NA,8.82018E+17,NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>",Shyam17,1,FALSE,FALSE,NA,NA
65,"RT @abhimanu66: It's Me Effect of #InternationalYogaDay 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0090><ed><U+00A0><U+00BD><ed><U+00B1><U+0090><ed><U+00A0><U+00BD><ed><U+00B1><U+0090><ed><U+00A0><U+00BD><ed><U+00B1><U+0090><ed><U+00A0><U+00BD><ed><U+00B1><U+0090><ed><U+00A0><U+00BD><ed><U+00B1><U+0090><ed><U+00A0><U+00BD><ed><U+00B1><U+0090><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
Love u all Friends..Be healthy..all https://t.co/j7HSOMLeWF",FALSE,0,NA,6/21/2017 22:52,FALSE,NA,8.82009E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",abhimanu66,45,TRUE,FALSE,NA,NA
66,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 22:44,FALSE,NA,8.82007E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7dferreira,166,TRUE,FALSE,NA,NA
67,RT @Gurmeetramrahim: Four Generations of my family came together to celebrate #InternationalYogaDay. Huge applaud to PM @narendramodi Ji fo…,FALSE,0,NA,6/21/2017 22:30,FALSE,NA,8.82004E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",parsaram_insan,31884,TRUE,FALSE,NA,NA
68,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 22:24,FALSE,NA,8.82002E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",William18071985,166,TRUE,FALSE,NA,NA
69,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 22:24,FALSE,NA,8.82002E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",leilasa88695141,166,TRUE,FALSE,NA,NA
70,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 22:06,FALSE,NA,8.81998E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Robson08339796,166,TRUE,FALSE,NA,NA
71,"RT @SamsungHealth: Today's a great day to start tracking your yoga practice with #SamsungHealth.
#InternationalYogaDay #namaste https://t.c…",FALSE,0,NA,6/21/2017 21:39,FALSE,NA,8.81991E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MatildeCavalca7,166,TRUE,FALSE,NA,NA
72,RT @amandhaliwal893: @Gurmeetramrahim @narendramodi Full family i loving this pik papa ji ohh my gosh adorable #InternationalYogaDay,FALSE,0,NA,6/21/2017 21:36,FALSE,NA,8.8199E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JassIns29513969,4,TRUE,FALSE,NA,NA
73,RT @amandhaliwal893: @Gurmeetramrahim @narendramodi With u great #InternationalYogaDay,FALSE,0,NA,6/21/2017 21:36,FALSE,NA,8.8199E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JassIns29513969,2,TRUE,FALSE,NA,NA
